Order ID,Customer,Amount,Activity,Timestamp,Order Status,Resource
SO-2026-0028,Initech Ltd,43218.35,Fulfil Order,2026-02-07T21:58:35Z,Fulfilled,Fulfilment Centre
SO-2026-0050,Vandelay Co,11425.10,Invoice Customer,2026-02-07T22:59:10Z,Invoiced,Billing System
SO-2026-0052,Initech Ltd,6901.19,Invoice Customer,2026-02-08T00:13:31Z,Invoiced,Billing System
SO-2026-0049,Hooli Inc,37913.52,Fulfil Order,2026-02-08T00:35:35Z,Fulfilled,Fulfilment Centre
SO-2026-0051,Acme Retail,31198.52,Invoice Customer,2026-02-08T01:32:38Z,Invoiced,Billing System
SO-2026-0044,Acme Retail,40896.45,Invoice Customer,2026-02-08T04:23:43Z,Invoiced,Billing System
SO-2026-0046,Wonka Brands,5189.31,Fulfil Order,2026-02-08T05:14:33Z,Fulfilled,Fulfilment Centre
SO-2026-0041,Globex Stores,7925.17,Invoice Customer,2026-02-08T06:16:25Z,Invoiced,Billing System
SO-2026-0029,Soylent Foods,38412.67,Fulfil Order,2026-02-08T06:46:01Z,Fulfilled,Fulfilment Centre
SO-2026-0036,Hooli Inc,1003.97,Receive Payment,2026-02-08T07:31:34Z,Paid,Billing System
SO-2026-0033,Soylent Foods,22815.93,Fulfil Order,2026-02-08T07:49:33Z,Fulfilled,Fulfilment Centre
SO-2026-0045,Initech Ltd,1972.04,Fulfil Order,2026-02-08T09:51:25Z,Fulfilled,Fulfilment Centre
SO-2026-0046,Wonka Brands,5049.38,Invoice Customer,2026-02-08T09:54:33Z,Invoiced,Billing System
SO-2026-0029,Soylent Foods,28586.28,Invoice Customer,2026-02-08T11:31:01Z,Invoiced,Billing System
SO-2026-0049,Hooli Inc,6706.24,Invoice Customer,2026-02-08T11:36:35Z,Invoiced,Billing System
SO-2026-0015,Initech Ltd,32731.34,Raise Dispute,2026-02-08T12:43:46Z,Disputed,Luis Ortega
SO-2026-0037,Hooli Inc,41477.01,Invoice Customer,2026-02-08T14:53:14Z,Invoiced,Billing System
SO-2026-0045,Initech Ltd,12533.51,Invoice Customer,2026-02-08T16:37:25Z,Invoiced,Billing System
SO-2026-0028,Initech Ltd,15678.35,Invoice Customer,2026-02-08T16:55:35Z,Invoiced,Billing System
SO-2026-0003,Globex Stores,1861.42,Receive Payment,2026-02-08T19:42:27Z,Paid,Billing System
SO-2026-0005,Initech Ltd,40037.17,Receive Payment,2026-02-09T02:36:04Z,Paid,Billing System
SO-2026-0033,Soylent Foods,42342.88,Invoice Customer,2026-02-09T04:10:33Z,Invoiced,Billing System
SO-2026-0047,Acme Retail,33079.08,Fulfil Order,2026-02-09T04:53:39Z,Fulfilled,Fulfilment Centre
SO-2026-0009,Hooli Inc,30786.50,Receive Payment,2026-02-09T05:02:44Z,Paid,Billing System
SO-2026-0025,Globex Stores,15939.98,Receive Payment,2026-02-09T05:36:23Z,Paid,Billing System
SO-2026-0047,Acme Retail,42596.10,Invoice Customer,2026-02-09T05:59:39Z,Invoiced,Billing System
SO-2026-0053,Umbrella Group,13551.71,Receive Order,2026-02-09T08:50:01Z,Received,Tom Becker
SO-2026-0054,Globex Stores,25265.46,Receive Order,2026-02-09T09:24:19Z,Received,Luis Ortega
SO-2026-0055,Globex Stores,36315.74,Receive Order,2026-02-09T09:35:24Z,Received,Luis Ortega
SO-2026-0054,Globex Stores,17880.61,Run Credit Check,2026-02-09T10:42:19Z,Credit Check,Credit Desk
SO-2026-0056,Wayne Enterprises,30780.16,Receive Order,2026-02-09T12:06:22Z,Received,Priya Nair
SO-2026-0057,Globex Stores,21022.79,Receive Order,2026-02-09T12:35:52Z,Received,Luis Ortega
SO-2026-0058,Hooli Inc,26482.88,Receive Order,2026-02-09T12:57:01Z,Received,Luis Ortega
SO-2026-0059,Umbrella Group,9319.41,Receive Order,2026-02-09T13:08:23Z,Received,Tom Becker
SO-2026-0060,Vandelay Co,44510.45,Receive Order,2026-02-09T13:24:24Z,Received,Nadia Rahman
SO-2026-0015,Initech Ltd,24870.83,Resolve Dispute,2026-02-09T14:03:46Z,Invoiced,Billing System
SO-2026-0055,Globex Stores,19701.92,Run Credit Check,2026-02-09T14:09:24Z,Credit Check,Credit Desk
SO-2026-0061,Stark Traders,7175.13,Receive Order,2026-02-09T15:01:47Z,Received,Luis Ortega
SO-2026-0062,Hooli Inc,10771.81,Receive Order,2026-02-09T15:09:31Z,Received,Luis Ortega
SO-2026-0059,Umbrella Group,15001.75,Run Credit Check,2026-02-09T15:31:23Z,Credit Check,Credit Desk
SO-2026-0057,Globex Stores,46445.73,Run Credit Check,2026-02-09T16:02:52Z,Credit Check,Credit Desk
SO-2026-0053,Umbrella Group,11875.08,Run Credit Check,2026-02-09T16:09:01Z,Credit Check,Credit Desk
SO-2026-0054,Globex Stores,45589.01,Approve Order,2026-02-09T17:22:19Z,Approved,Order Desk
SO-2026-0058,Hooli Inc,34528.96,Run Credit Check,2026-02-09T17:44:01Z,Credit Check,Credit Desk
SO-2026-0062,Hooli Inc,750.88,Run Credit Check,2026-02-09T17:56:31Z,Credit Check,Credit Desk
SO-2026-0055,Globex Stores,19409.78,Approve Order,2026-02-09T18:33:24Z,Approved,Order Desk
SO-2026-0060,Vandelay Co,36564.54,Run Credit Check,2026-02-09T18:33:24Z,Credit Check,Credit Desk
SO-2026-0012,Wayne Enterprises,46834.04,Receive Payment,2026-02-09T19:34:53Z,Paid,Billing System
SO-2026-0021,Acme Retail,18943.77,Receive Payment,2026-02-09T20:44:05Z,Paid,Billing System
SO-2026-0053,Umbrella Group,23736.94,Approve Order,2026-02-09T20:57:01Z,Approved,Order Desk
SO-2026-0059,Umbrella Group,40020.30,Approve Order,2026-02-09T22:30:23Z,Approved,Order Desk
SO-2026-0057,Globex Stores,32440.32,Place On Credit Hold,2026-02-09T23:38:52Z,On Credit Hold,Credit Desk
SO-2026-0062,Hooli Inc,31950.47,Approve Order,2026-02-10T03:10:31Z,Approved,Order Desk
SO-2026-0056,Wayne Enterprises,36240.40,Ship Goods,2026-02-10T04:39:22Z,Fulfilled,Fulfilment Centre
SO-2026-0011,Acme Retail,1870.77,Receive Payment,2026-02-10T06:24:18Z,Paid,Billing System
SO-2026-0053,Umbrella Group,10212.37,Fulfil Order,2026-02-10T07:36:01Z,Fulfilled,Fulfilment Centre
SO-2026-0058,Hooli Inc,31224.95,Cancel Order,2026-02-10T07:53:01Z,Cancelled,Luis Ortega
SO-2026-0063,Vandelay Co,44395.92,Receive Order,2026-02-10T08:12:07Z,Received,Luis Ortega
SO-2026-0064,Wonka Brands,37192.72,Receive Order,2026-02-10T08:37:45Z,Received,Priya Nair
SO-2026-0065,Vandelay Co,40623.76,Receive Order,2026-02-10T08:40:32Z,Received,Nadia Rahman
SO-2026-0040,Hooli Inc,27882.88,Receive Payment,2026-02-10T08:47:56Z,Paid,Billing System
SO-2026-0054,Globex Stores,24762.33,Fulfil Order,2026-02-10T09:07:19Z,Fulfilled,Fulfilment Centre
SO-2026-0053,Umbrella Group,45519.77,Invoice Customer,2026-02-10T09:08:01Z,Invoiced,Billing System
SO-2026-0063,Vandelay Co,21952.15,Run Credit Check,2026-02-10T09:18:07Z,Credit Check,Credit Desk
SO-2026-0066,Stark Traders,17935.59,Receive Order,2026-02-10T10:48:19Z,Received,Nadia Rahman
SO-2026-0054,Globex Stores,26844.28,Invoice Customer,2026-02-10T10:49:19Z,Invoiced,Billing System
SO-2026-0067,Initech Ltd,39909.11,Receive Order,2026-02-10T11:03:31Z,Received,Priya Nair
SO-2026-0068,Wonka Brands,13409.58,Receive Order,2026-02-10T11:26:46Z,Received,Priya Nair
SO-2026-0069,Wayne Enterprises,15676.25,Receive Order,2026-02-10T11:32:04Z,Received,Nadia Rahman
SO-2026-0070,Wayne Enterprises,29349.00,Receive Order,2026-02-10T11:46:27Z,Received,Priya Nair
SO-2026-0065,Vandelay Co,38022.65,Run Credit Check,2026-02-10T12:34:32Z,Credit Check,Credit Desk
SO-2026-0071,Hooli Inc,6370.13,Receive Order,2026-02-10T12:39:56Z,Received,Luis Ortega
SO-2026-0064,Wonka Brands,38029.62,Run Credit Check,2026-02-10T12:58:45Z,Credit Check,Credit Desk
SO-2026-0068,Wonka Brands,17645.00,Run Credit Check,2026-02-10T12:58:46Z,Credit Check,Credit Desk
SO-2026-0072,Wonka Brands,30583.93,Receive Order,2026-02-10T13:27:11Z,Received,Tom Becker
SO-2026-0073,Wonka Brands,40679.87,Receive Order,2026-02-10T13:51:57Z,Received,Tom Becker
SO-2026-0067,Initech Ltd,38850.20,Run Credit Check,2026-02-10T14:14:31Z,Credit Check,Credit Desk
SO-2026-0074,Wayne Enterprises,47653.05,Receive Order,2026-02-10T14:33:18Z,Received,Nadia Rahman
SO-2026-0070,Wayne Enterprises,37982.29,Approve Order,2026-02-10T15:03:27Z,Approved,Order Desk
SO-2026-0060,Vandelay Co,14667.64,Cancel Order,2026-02-10T15:18:24Z,Cancelled,Nadia Rahman
SO-2026-0072,Wonka Brands,21960.30,Run Credit Check,2026-02-10T15:34:11Z,Credit Check,Credit Desk
SO-2026-0075,Umbrella Group,11887.10,Receive Order,2026-02-10T15:47:26Z,Received,Luis Ortega
SO-2026-0007,Wonka Brands,45237.82,Resolve Dispute,2026-02-10T16:54:05Z,Invoiced,Billing System
SO-2026-0073,Wonka Brands,32515.97,Run Credit Check,2026-02-10T17:20:57Z,Credit Check,Credit Desk
SO-2026-0064,Wonka Brands,14342.29,Approve Order,2026-02-10T18:10:45Z,Approved,Order Desk
SO-2026-0069,Wayne Enterprises,34455.83,Run Credit Check,2026-02-10T19:22:04Z,Credit Check,Credit Desk
SO-2026-0063,Vandelay Co,14362.31,Approve Order,2026-02-10T19:47:07Z,Approved,Order Desk
SO-2026-0066,Stark Traders,40412.43,Run Credit Check,2026-02-10T19:47:19Z,Credit Check,Credit Desk
SO-2026-0002,Wonka Brands,25949.00,Receive Payment,2026-02-10T20:13:36Z,Paid,Billing System
SO-2026-0068,Wonka Brands,43692.60,Place On Credit Hold,2026-02-10T20:18:46Z,On Credit Hold,Credit Desk
SO-2026-0071,Hooli Inc,11490.77,Run Credit Check,2026-02-10T20:26:56Z,Credit Check,Credit Desk
SO-2026-0008,Initech Ltd,15358.66,Receive Payment,2026-02-10T20:27:13Z,Paid,Billing System
SO-2026-0066,Stark Traders,1364.11,Approve Order,2026-02-10T20:52:19Z,Approved,Order Desk
SO-2026-0071,Hooli Inc,1320.46,Approve Order,2026-02-10T21:35:56Z,Approved,Order Desk
SO-2026-0072,Wonka Brands,40324.27,Approve Order,2026-02-10T21:51:11Z,Approved,Order Desk
SO-2026-0074,Wayne Enterprises,32559.37,Run Credit Check,2026-02-10T22:32:18Z,Credit Check,Credit Desk
SO-2026-0069,Wayne Enterprises,42054.91,Approve Order,2026-02-10T23:30:04Z,Approved,Order Desk
SO-2026-0073,Wonka Brands,1588.02,Approve Order,2026-02-10T23:47:57Z,Approved,Order Desk
SO-2026-0075,Umbrella Group,34357.74,Run Credit Check,2026-02-10T23:55:26Z,Credit Check,Credit Desk
SO-2026-0056,Wayne Enterprises,13965.98,Invoice Customer,2026-02-11T00:18:22Z,Invoiced,Billing System
SO-2026-0017,Globex Stores,5234.29,Receive Payment,2026-02-11T00:23:32Z,Paid,Billing System
SO-2026-0068,Wonka Brands,28069.15,Cancel Order,2026-02-11T00:23:46Z,Cancelled,Priya Nair
SO-2026-0065,Vandelay Co,38650.50,Approve Order,2026-02-11T01:07:32Z,Approved,Order Desk
SO-2026-0074,Wayne Enterprises,32026.04,Place On Credit Hold,2026-02-11T01:43:18Z,On Credit Hold,Credit Desk
SO-2026-0075,Umbrella Group,23903.75,Approve Order,2026-02-11T01:43:26Z,Approved,Order Desk
SO-2026-0067,Initech Ltd,22310.81,Approve Order,2026-02-11T02:37:31Z,Approved,Order Desk
SO-2026-0057,Globex Stores,29092.26,Release Credit Hold,2026-02-11T03:09:52Z,Approved,Credit Desk
SO-2026-0030,Wayne Enterprises,33181.10,Receive Payment,2026-02-11T03:38:33Z,Paid,Billing System
SO-2026-0027,Wayne Enterprises,34350.54,Receive Payment,2026-02-11T04:57:35Z,Paid,Billing System
SO-2026-0076,Globex Stores,18300.58,Receive Order,2026-02-11T08:01:05Z,Received,Tom Becker
SO-2026-0077,Soylent Foods,34493.66,Receive Order,2026-02-11T08:15:05Z,Received,Tom Becker
SO-2026-0076,Globex Stores,34582.81,Run Credit Check,2026-02-11T09:03:05Z,Credit Check,Credit Desk
SO-2026-0078,Wayne Enterprises,1165.25,Receive Order,2026-02-11T09:54:21Z,Received,Luis Ortega
SO-2026-0061,Stark Traders,12197.63,Ship Goods,2026-02-11T10:01:47Z,Fulfilled,Fulfilment Centre
SO-2026-0062,Hooli Inc,17855.52,Fulfil Order,2026-02-11T11:07:31Z,Fulfilled,Fulfilment Centre
SO-2026-0079,Acme Retail,26173.88,Receive Order,2026-02-11T11:48:35Z,Received,Luis Ortega
SO-2026-0080,Wonka Brands,46278.96,Receive Order,2026-02-11T12:08:49Z,Received,Luis Ortega
SO-2026-0081,Initech Ltd,30570.37,Receive Order,2026-02-11T12:16:03Z,Received,Nadia Rahman
SO-2026-0082,Soylent Foods,2392.84,Receive Order,2026-02-11T12:31:27Z,Received,Priya Nair
SO-2026-0057,Globex Stores,36092.86,Fulfil Order,2026-02-11T12:34:52Z,Fulfilled,Fulfilment Centre
SO-2026-0083,Initech Ltd,7569.74,Receive Order,2026-02-11T12:38:25Z,Received,Luis Ortega
SO-2026-0084,Acme Retail,17652.85,Receive Order,2026-02-11T12:44:54Z,Received,Luis Ortega
SO-2026-0080,Wonka Brands,30559.50,Run Credit Check,2026-02-11T13:14:49Z,Credit Check,Credit Desk
SO-2026-0077,Soylent Foods,25955.33,Run Credit Check,2026-02-11T13:27:05Z,Credit Check,Credit Desk
SO-2026-0085,Acme Retail,25413.50,Receive Order,2026-02-11T13:46:16Z,Received,Priya Nair
SO-2026-0081,Initech Ltd,4061.11,Run Credit Check,2026-02-11T14:17:03Z,Credit Check,Credit Desk
SO-2026-0082,Soylent Foods,15355.94,Run Credit Check,2026-02-11T14:44:27Z,Credit Check,Credit Desk
SO-2026-0086,Wonka Brands,21529.77,Receive Order,2026-02-11T15:20:24Z,Received,Priya Nair
SO-2026-0085,Acme Retail,16303.59,Run Credit Check,2026-02-11T15:23:16Z,Credit Check,Credit Desk
SO-2026-0055,Globex Stores,46937.58,Fulfil Order,2026-02-11T15:46:24Z,Fulfilled,Fulfilment Centre
SO-2026-0087,Umbrella Group,32920.17,Receive Order,2026-02-11T15:59:20Z,Received,Luis Ortega
SO-2026-0088,Wayne Enterprises,3727.28,Receive Order,2026-02-11T16:59:26Z,Received,Nadia Rahman
SO-2026-0066,Stark Traders,13040.55,Fulfil Order,2026-02-11T17:23:19Z,Fulfilled,Fulfilment Centre
SO-2026-0032,Initech Ltd,18796.97,Receive Payment,2026-02-11T17:25:12Z,Paid,Billing System
SO-2026-0084,Acme Retail,34760.15,Run Credit Check,2026-02-11T17:35:54Z,Credit Check,Credit Desk
SO-2026-0078,Wayne Enterprises,26304.26,Run Credit Check,2026-02-11T17:45:21Z,Credit Check,Credit Desk
SO-2026-0079,Acme Retail,13861.88,Run Credit Check,2026-02-11T18:08:35Z,Credit Check,Credit Desk
SO-2026-0086,Wonka Brands,47166.25,Run Credit Check,2026-02-11T18:51:24Z,Credit Check,Credit Desk
SO-2026-0059,Umbrella Group,47711.15,Fulfil Order,2026-02-11T19:11:23Z,Fulfilled,Fulfilment Centre
SO-2026-0079,Acme Retail,23726.16,Place On Credit Hold,2026-02-11T19:17:35Z,On Credit Hold,Credit Desk
SO-2026-0057,Globex Stores,23582.52,Invoice Customer,2026-02-11T20:42:52Z,Invoiced,Billing System
SO-2026-0084,Acme Retail,44640.96,Approve Order,2026-02-11T21:49:54Z,Approved,Order Desk
SO-2026-0080,Wonka Brands,8174.24,Place On Credit Hold,2026-02-11T22:49:49Z,On Credit Hold,Credit Desk
SO-2026-0075,Umbrella Group,26964.70,Fulfil Order,2026-02-11T23:07:26Z,Fulfilled,Fulfilment Centre
SO-2026-0077,Soylent Foods,13405.57,Approve Order,2026-02-12T00:11:05Z,Approved,Order Desk
SO-2026-0087,Umbrella Group,31801.26,Run Credit Check,2026-02-12T00:22:20Z,Credit Check,Credit Desk
SO-2026-0088,Wayne Enterprises,42694.29,Run Credit Check,2026-02-12T00:32:26Z,Credit Check,Credit Desk
SO-2026-0085,Acme Retail,26392.15,Place On Credit Hold,2026-02-12T01:28:16Z,On Credit Hold,Credit Desk
SO-2026-0070,Wayne Enterprises,24010.31,Fulfil Order,2026-02-12T01:31:27Z,Fulfilled,Fulfilment Centre
SO-2026-0071,Hooli Inc,22984.98,Fulfil Order,2026-02-12T01:41:56Z,Fulfilled,Fulfilment Centre
SO-2026-0082,Soylent Foods,34044.64,Approve Order,2026-02-12T02:02:27Z,Approved,Order Desk
SO-2026-0041,Globex Stores,39305.28,Receive Payment,2026-02-12T02:03:25Z,Paid,Billing System
SO-2026-0062,Hooli Inc,37683.66,Invoice Customer,2026-02-12T02:19:31Z,Invoiced,Billing System
SO-2026-0086,Wonka Brands,32684.64,Approve Order,2026-02-12T02:36:24Z,Approved,Order Desk
SO-2026-0063,Vandelay Co,39601.97,Fulfil Order,2026-02-12T02:39:07Z,Fulfilled,Fulfilment Centre
SO-2026-0088,Wayne Enterprises,26129.62,Approve Order,2026-02-12T03:14:26Z,Approved,Order Desk
SO-2026-0073,Wonka Brands,17811.04,Fulfil Order,2026-02-12T03:16:57Z,Fulfilled,Fulfilment Centre
SO-2026-0078,Wayne Enterprises,34597.02,Approve Order,2026-02-12T04:17:21Z,Approved,Order Desk
SO-2026-0071,Hooli Inc,9935.90,Invoice Customer,2026-02-12T05:21:56Z,Invoiced,Billing System
SO-2026-0081,Initech Ltd,12901.12,Cancel Order,2026-02-12T05:23:03Z,Cancelled,Nadia Rahman
SO-2026-0074,Wayne Enterprises,4639.93,Release Credit Hold,2026-02-12T08:02:18Z,Approved,Credit Desk
SO-2026-0066,Stark Traders,22488.05,Invoice Customer,2026-02-12T08:07:19Z,Invoiced,Billing System
SO-2026-0076,Globex Stores,4863.95,Cancel Order,2026-02-12T08:20:05Z,Cancelled,Tom Becker
SO-2026-0089,Wonka Brands,28073.30,Receive Order,2026-02-12T08:22:41Z,Received,Nadia Rahman
SO-2026-0061,Stark Traders,37963.33,Invoice Customer,2026-02-12T08:49:47Z,Invoiced,Billing System
SO-2026-0090,Stark Traders,18993.10,Receive Order,2026-02-12T09:01:03Z,Received,Priya Nair
SO-2026-0059,Umbrella Group,22431.99,Invoice Customer,2026-02-12T09:44:23Z,Invoiced,Billing System
SO-2026-0080,Wonka Brands,3329.55,Release Credit Hold,2026-02-12T09:45:49Z,Approved,Credit Desk
SO-2026-0091,Stark Traders,25566.95,Receive Order,2026-02-12T09:48:26Z,Received,Priya Nair
SO-2026-0092,Wayne Enterprises,22127.47,Receive Order,2026-02-12T09:55:51Z,Received,Priya Nair
SO-2026-0093,Vandelay Co,7353.34,Receive Order,2026-02-12T10:17:45Z,Received,Nadia Rahman
SO-2026-0088,Wayne Enterprises,33303.38,Fulfil Order,2026-02-12T10:51:26Z,Fulfilled,Fulfilment Centre
SO-2026-0090,Stark Traders,21791.52,Run Credit Check,2026-02-12T10:52:03Z,Credit Check,Credit Desk
SO-2026-0094,Stark Traders,35963.55,Receive Order,2026-02-12T11:03:46Z,Received,Tom Becker
SO-2026-0063,Vandelay Co,22997.21,Invoice Customer,2026-02-12T11:15:07Z,Invoiced,Billing System
SO-2026-0083,Initech Ltd,42215.13,Ship Goods,2026-02-12T11:41:25Z,Fulfilled,Fulfilment Centre
SO-2026-0091,Stark Traders,15459.07,Run Credit Check,2026-02-12T12:03:26Z,Credit Check,Credit Desk
SO-2026-0095,Initech Ltd,47345.07,Receive Order,2026-02-12T12:08:46Z,Received,Nadia Rahman
SO-2026-0087,Umbrella Group,16061.15,Place On Credit Hold,2026-02-12T12:16:20Z,On Credit Hold,Credit Desk
SO-2026-0055,Globex Stores,36620.68,Invoice Customer,2026-02-12T12:42:24Z,Invoiced,Billing System
SO-2026-0096,Initech Ltd,43424.63,Receive Order,2026-02-12T13:11:23Z,Received,Luis Ortega
SO-2026-0079,Acme Retail,46938.81,Ship Goods,2026-02-12T13:29:35Z,Fulfilled,Fulfilment Centre
SO-2026-0097,Umbrella Group,17243.00,Receive Order,2026-02-12T13:53:25Z,Received,Nadia Rahman
SO-2026-0069,Wayne Enterprises,18786.12,Fulfil Order,2026-02-12T14:13:04Z,Fulfilled,Fulfilment Centre
SO-2026-0072,Wonka Brands,3630.24,Fulfil Order,2026-02-12T14:30:11Z,Fulfilled,Fulfilment Centre
SO-2026-0098,Stark Traders,41598.56,Receive Order,2026-02-12T14:31:56Z,Received,Tom Becker
SO-2026-0099,Initech Ltd,12167.27,Receive Order,2026-02-12T14:45:32Z,Received,Luis Ortega
SO-2026-0100,Stark Traders,19950.13,Receive Order,2026-02-12T14:54:54Z,Received,Luis Ortega
SO-2026-0089,Wonka Brands,35673.39,Run Credit Check,2026-02-12T15:35:41Z,Credit Check,Credit Desk
SO-2026-0093,Vandelay Co,18062.07,Run Credit Check,2026-02-12T15:35:45Z,Credit Check,Credit Desk
SO-2026-0080,Wonka Brands,32031.05,Fulfil Order,2026-02-12T16:15:49Z,Fulfilled,Fulfilment Centre
SO-2026-0101,Stark Traders,31917.32,Receive Order,2026-02-12T16:17:15Z,Received,Tom Becker
SO-2026-0102,Acme Retail,43992.44,Receive Order,2026-02-12T16:29:13Z,Received,Luis Ortega
SO-2026-0103,Vandelay Co,4358.71,Receive Order,2026-02-12T16:31:37Z,Received,Tom Becker
SO-2026-0104,Stark Traders,39387.95,Receive Order,2026-02-12T16:53:29Z,Received,Priya Nair
SO-2026-0099,Initech Ltd,2307.00,Run Credit Check,2026-02-12T17:32:32Z,Credit Check,Credit Desk
SO-2026-0101,Stark Traders,43911.24,Run Credit Check,2026-02-12T17:44:15Z,Credit Check,Credit Desk
SO-2026-0064,Wonka Brands,9493.70,Fulfil Order,2026-02-12T17:47:45Z,Fulfilled,Fulfilment Centre
SO-2026-0092,Wayne Enterprises,22098.65,Approve Order,2026-02-12T18:02:51Z,Approved,Order Desk
SO-2026-0103,Vandelay Co,8304.18,Run Credit Check,2026-02-12T18:03:37Z,Credit Check,Credit Desk
SO-2026-0069,Wayne Enterprises,36198.08,Invoice Customer,2026-02-12T18:05:04Z,Invoiced,Billing System
SO-2026-0093,Vandelay Co,14591.42,Place On Credit Hold,2026-02-12T18:05:45Z,On Credit Hold,Credit Desk
SO-2026-0079,Acme Retail,6835.24,Invoice Customer,2026-02-12T18:07:35Z,Invoiced,Billing System
SO-2026-0075,Umbrella Group,42441.81,Invoice Customer,2026-02-12T18:44:26Z,Invoiced,Billing System
SO-2026-0094,Stark Traders,25597.34,Run Credit Check,2026-02-12T18:58:46Z,Credit Check,Credit Desk
SO-2026-0085,Acme Retail,13965.44,Release Credit Hold,2026-02-12T19:08:16Z,Approved,Credit Desk
SO-2026-0070,Wayne Enterprises,43598.46,Invoice Customer,2026-02-12T19:18:27Z,Invoiced,Billing System
SO-2026-0073,Wonka Brands,25303.21,Invoice Customer,2026-02-12T19:19:57Z,Invoiced,Billing System
SO-2026-0065,Vandelay Co,17362.15,Fulfil Order,2026-02-12T19:21:32Z,Fulfilled,Fulfilment Centre
SO-2026-0100,Stark Traders,15225.58,Run Credit Check,2026-02-12T19:39:54Z,Credit Check,Credit Desk
SO-2026-0095,Initech Ltd,14127.82,Run Credit Check,2026-02-12T20:20:46Z,Credit Check,Credit Desk
SO-2026-0096,Initech Ltd,4370.53,Run Credit Check,2026-02-12T20:44:23Z,Credit Check,Credit Desk
SO-2026-0098,Stark Traders,27546.34,Run Credit Check,2026-02-12T20:58:56Z,Credit Check,Credit Desk
SO-2026-0094,Stark Traders,26512.34,Approve Order,2026-02-12T21:12:46Z,Approved,Order Desk
SO-2026-0088,Wayne Enterprises,18827.34,Invoice Customer,2026-02-12T21:18:26Z,Invoiced,Billing System
SO-2026-0097,Umbrella Group,7819.65,Run Credit Check,2026-02-12T21:41:25Z,Credit Check,Credit Desk
SO-2026-0091,Stark Traders,46547.57,Approve Order,2026-02-12T22:46:26Z,Approved,Order Desk
SO-2026-0103,Vandelay Co,29893.52,Place On Credit Hold,2026-02-12T22:54:37Z,On Credit Hold,Credit Desk
SO-2026-0031,Soylent Foods,9794.29,Receive Payment,2026-02-12T23:01:19Z,Paid,Billing System
SO-2026-0102,Acme Retail,37007.84,Run Credit Check,2026-02-12T23:11:13Z,Credit Check,Credit Desk
SO-2026-0089,Wonka Brands,28358.14,Approve Order,2026-02-12T23:37:41Z,Approved,Order Desk
SO-2026-0104,Stark Traders,33073.10,Run Credit Check,2026-02-12T23:46:29Z,Credit Check,Credit Desk
SO-2026-0090,Stark Traders,43819.38,Approve Order,2026-02-12T23:51:03Z,Approved,Order Desk
SO-2026-0067,Initech Ltd,24625.27,Fulfil Order,2026-02-13T01:52:31Z,Fulfilled,Fulfilment Centre
SO-2026-0103,Vandelay Co,18532.64,Cancel Order,2026-02-13T02:26:37Z,Cancelled,Tom Becker
SO-2026-0104,Stark Traders,26343.69,Place On Credit Hold,2026-02-13T02:52:29Z,On Credit Hold,Credit Desk
SO-2026-0101,Stark Traders,36961.20,Place On Credit Hold,2026-02-13T02:58:15Z,On Credit Hold,Credit Desk
SO-2026-0096,Initech Ltd,3987.70,Approve Order,2026-02-13T03:06:23Z,Approved,Order Desk
SO-2026-0074,Wayne Enterprises,11094.27,Fulfil Order,2026-02-13T03:56:18Z,Fulfilled,Fulfilment Centre
SO-2026-0064,Wonka Brands,36709.29,Invoice Customer,2026-02-13T03:59:45Z,Invoiced,Billing System
SO-2026-0095,Initech Ltd,34390.44,Approve Order,2026-02-13T05:13:46Z,Approved,Order Desk
SO-2026-0093,Vandelay Co,35988.71,Release Credit Hold,2026-02-13T05:14:45Z,Approved,Credit Desk
SO-2026-0100,Stark Traders,8546.61,Approve Order,2026-02-13T05:27:54Z,Approved,Order Desk
SO-2026-0097,Umbrella Group,18287.88,Place On Credit Hold,2026-02-13T05:30:25Z,On Credit Hold,Credit Desk
SO-2026-0099,Initech Ltd,22257.22,Place On Credit Hold,2026-02-13T05:39:32Z,On Credit Hold,Credit Desk
SO-2026-0098,Stark Traders,22462.56,Approve Order,2026-02-13T05:46:56Z,Approved,Order Desk
SO-2026-0084,Acme Retail,41814.67,Fulfil Order,2026-02-13T08:16:54Z,Fulfilled,Fulfilment Centre
SO-2026-0102,Acme Retail,27235.67,Approve Order,2026-02-13T08:39:13Z,Approved,Order Desk
SO-2026-0078,Wayne Enterprises,36569.20,Fulfil Order,2026-02-13T08:49:21Z,Fulfilled,Fulfilment Centre
SO-2026-0083,Initech Ltd,41358.21,Invoice Customer,2026-02-13T09:05:25Z,Invoiced,Billing System
SO-2026-0105,Vandelay Co,35202.21,Receive Order,2026-02-13T09:10:23Z,Received,Luis Ortega
SO-2026-0028,Initech Ltd,28395.99,Receive Payment,2026-02-13T09:23:35Z,Paid,Billing System
SO-2026-0006,Acme Retail,6627.41,Receive Payment,2026-02-13T09:24:28Z,Paid,Billing System
SO-2026-0106,Initech Ltd,2220.21,Receive Order,2026-02-13T10:09:26Z,Received,Nadia Rahman
SO-2026-0092,Wayne Enterprises,10892.65,Fulfil Order,2026-02-13T10:20:51Z,Fulfilled,Fulfilment Centre
SO-2026-0082,Soylent Foods,3819.96,Fulfil Order,2026-02-13T11:30:27Z,Fulfilled,Fulfilment Centre
SO-2026-0072,Wonka Brands,45632.65,Invoice Customer,2026-02-13T11:39:11Z,Invoiced,Billing System
